Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-18 00:00:00+00:00,3476.1240234375,3674.855224609375,3463.38623046875,3549.016357421875,59198465810,0.0,0.0
2025-07-19 00:00:00+00:00,3548.926025390625,3608.275634765625,3512.97314453125,3595.273681640625,26031719746,0.0,0.0
2025-07-20 00:00:00+00:00,3595.240478515625,3819.398681640625,3582.349609375,3759.471435546875,44600451066,0.0,0.0
2025-07-21 00:00:00+00:00,3758.920654296875,3856.76708984375,3705.353759765625,3763.371337890625,42611467663,0.0,0.0
2025-07-22 00:00:00+00:00,3762.882080078125,3798.100341796875,3624.140380859375,3749.1455078125,45248868820,0.0,0.0
2025-07-23 00:00:00+00:00,3749.238525390625,3765.0263671875,3532.8564453125,3629.70361328125,41283228953,0.0,0.0
2025-07-24 00:00:00+00:00,3629.731689453125,3771.381591796875,3514.999267578125,3708.005615234375,40377960354,0.0,0.0
2025-07-25 00:00:00+00:00,3708.005615234375,3744.820068359375,3579.962890625,3727.266845703125,42264509577,0.0,0.0
2025-07-26 00:00:00+00:00,3727.2373046875,3789.789794921875,3702.774169921875,3741.39599609375,24635287361,0.0,0.0
2025-07-27 00:00:00+00:00,3741.25732421875,3876.93359375,3733.681640625,3875.24658203125,28897450394,0.0,0.0
2025-07-28 00:00:00+00:00,3875.255859375,3940.652099609375,3756.515869140625,3787.42578125,35831336149,0.0,0.0
2025-07-29 00:00:00+00:00,3788.319580078125,3883.997802734375,3716.88330078125,3793.454833984375,35540435995,0.0,0.0
2025-07-30 00:00:00+00:00,3793.58251953125,3832.884033203125,3683.14453125,3808.20166015625,34392494235,0.0,0.0
2025-07-31 00:00:00+00:00,3808.24609375,3877.47021484375,3685.004150390625,3696.707763671875,32839839444,0.0,0.0
2025-08-01 00:00:00+00:00,3696.144287109375,3722.585693359375,3432.3798828125,3488.365966796875,46261558200,0.0,0.0
2025-08-02 00:00:00+00:00,3487.956787109375,3535.558837890625,3370.943115234375,3392.7412109375,30165065282,0.0,0.0
2025-08-03 00:00:00+00:00,3392.744384765625,3520.831298828125,3357.93896484375,3497.379150390625,19363593865,0.0,0.0
2025-08-04 00:00:00+00:00,3497.613037109375,3734.9775390625,3491.554931640625,3718.986083984375,30905749658,0.0,0.0
2025-08-05 00:00:00+00:00,3719.81787109375,3720.656494140625,3547.62109375,3611.8994140625,32778742296,0.0,0.0
2025-08-06 00:00:00+00:00,3612.038818359375,3698.124755859375,3567.095947265625,3683.920654296875,26924415763,0.0,0.0
2025-08-07 00:00:00+00:00,3684.06201171875,3926.204345703125,3650.365966796875,3914.325927734375,38627826066,0.0,0.0
2025-08-08 00:00:00+00:00,3914.110595703125,4068.84765625,3882.443115234375,4009.848876953125,45460293892,0.0,0.0
2025-08-09 00:00:00+00:00,4009.150634765625,4323.76123046875,4007.709228515625,4263.59912109375,45279715746,0.0,0.0
2025-08-10 00:00:00+00:00,4263.552734375,4332.21044921875,4163.9404296875,4254.2177734375,36173931367,0.0,0.0
2025-08-11 00:00:00+00:00,4254.2314453125,4362.0927734375,4168.875,4226.966796875,49989853803,0.0,0.0
2025-08-12 00:00:00+00:00,4227.20703125,4634.05517578125,4222.3623046875,4590.9248046875,57237189036,0.0,0.0
2025-08-13 00:00:00+00:00,4590.65771484375,4784.6689453125,4566.23876953125,4756.27587890625,62550014642,0.0,0.0
2025-08-14 00:00:00+00:00,4756.04345703125,4788.5517578125,4461.28173828125,4548.16650390625,75681632806,0.0,0.0
2025-08-15 00:00:00+00:00,4549.07568359375,4667.72998046875,4375.54541015625,4439.98876953125,55445715824,0.0,0.0
2025-08-16 00:00:00+00:00,4439.998046875,4493.1494140625,4379.16455078125,4426.18017578125,26816931514,0.0,0.0
2025-08-17 00:00:00+00:00,4426.259765625,4575.87646484375,4400.71337890625,4473.271484375,31348101438,0.0,0.0
2025-08-18 00:00:00+00:00,4473.33056640625,4484.009765625,4229.3798828125,4312.5048828125,53518423360,0.0,0.0
2025-08-19 00:00:00+00:00,4312.5302734375,4355.0751953125,4070.535400390625,4073.464111328125,50440367102,0.0,0.0
2025-08-20 00:00:00+00:00,4073.168212890625,4376.78955078125,4064.965087890625,4334.50048828125,49577862965,0.0,0.0
2025-08-21 00:00:00+00:00,4334.5673828125,4338.826171875,4205.77685546875,4223.2099609375,33618359942,0.0,0.0
2025-08-22 00:00:00+00:00,4223.73095703125,4884.22802734375,4209.47216796875,4831.3486328125,75965521535,0.0,0.0
2025-08-23 00:00:00+00:00,4831.08837890625,4831.61083984375,4669.72509765625,4776.09033203125,36503623278,0.0,0.0
2025-08-24 00:00:00+00:00,4776.70458984375,4953.73291015625,4714.47265625,4779.6474609375,52405003873,0.0,0.0
2025-08-25 00:00:00+00:00,4779.76953125,4796.35009765625,4343.947265625,4372.98779296875,63936163545,0.0,0.0
2025-08-26 00:00:00+00:00,4372.88037109375,4632.0732421875,4316.30078125,4600.4267578125,53829747706,0.0,0.0
2025-08-27 00:00:00+00:00,4600.51025390625,4659.9873046875,4489.2978515625,4503.39306640625,43509902322,0.0,0.0
2025-08-28 00:00:00+00:00,4503.63134765625,4629.03125,4435.109375,4507.177734375,36045274078,0.0,0.0
2025-08-29 00:00:00+00:00,4507.63134765625,4513.859375,4272.45947265625,4360.15283203125,46899991962,0.0,0.0
2025-08-30 00:00:00+00:00,4360.0888671875,4413.27490234375,4264.1953125,4374.1533203125,25883112278,0.0,0.0
2025-08-31 00:00:00+00:00,4374.8935546875,4497.1767578125,4373.5966796875,4390.01904296875,26683044984,0.0,0.0
2025-09-01 00:00:00+00:00,4389.6259765625,4490.3466796875,4221.24755859375,4314.47021484375,37530746508,0.0,0.0
2025-09-02 00:00:00+00:00,4314.39111328125,4414.93408203125,4260.45947265625,4325.36572265625,39884692334,0.0,0.0
2025-09-03 00:00:00+00:00,4324.6962890625,4489.19873046875,4286.2060546875,4450.38916015625,35260873497,0.0,0.0
2025-09-04 00:00:00+00:00,4450.2158203125,4483.451171875,4268.5888671875,4298.744140625,34919798552,0.0,0.0
2025-09-05 00:00:00+00:00,4298.8369140625,4484.361328125,4258.0498046875,4306.98876953125,44163736676,0.0,0.0
2025-09-06 00:00:00+00:00,4306.97314453125,4327.43994140625,4244.7548828125,4274.2421875,18108246446,0.0,0.0
2025-09-07 00:00:00+00:00,4274.1669921875,4334.2744140625,4271.5341796875,4305.34765625,17426783536,0.0,0.0
2025-09-08 00:00:00+00:00,4305.38134765625,4381.27490234375,4279.97216796875,4308.072265625,32277142378,0.0,0.0
2025-09-09 00:00:00+00:00,4308.283203125,4381.2265625,4277.85302734375,4309.04150390625,30703320925,0.0,0.0
2025-09-10 00:00:00+00:00,4309.091796875,4450.41796875,4286.0625,4349.14599609375,39521365146,0.0,0.0
2025-09-11 00:00:00+00:00,4349.2001953125,4471.69873046875,4339.716796875,4461.2333984375,35959212991,0.0,0.0
2025-09-12 00:00:00+00:00,4461.4794921875,4734.27392578125,4453.28466796875,4715.24609375,43839753626,0.0,0.0
2025-09-13 00:00:00+00:00,4714.70361328125,4763.361328125,4609.12548828125,4668.1796875,34843845977,0.0,0.0
2025-09-14 00:00:00+00:00,4668.17138671875,4690.64208984375,4581.84716796875,4609.59765625,28394160275,0.0,0.0
2025-09-15 00:00:00+00:00,4609.72314453125,4670.5302734375,4469.861328125,4526.8203125,40224062009,0.0,0.0
2025-09-16 00:00:00+00:00,4526.078125,4537.599609375,4428.330078125,4503.564453125,32761501436,0.0,0.0
2025-09-17 00:00:00+00:00,4503.6357421875,4617.23486328125,4429.64453125,4592.7333984375,44120899417,0.0,0.0
